,year,total_pop,homs_sum,rape_sum,rob_sum,agg_ass_sum,violent_crime,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,abb,state_name,city_name,city_state
516,1982,349165,31,236,910,1748,2925,837.7128292,8.878324002,67.58982143,260.6217691,500.6229147,AZ,Arizona,Tucson,"Tucson, Arizona"
517,1982,376599,31,228,1050,1395,2704,718.005093,8.231567264,60.54184955,278.8111493,370.4205269,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
518,1982,268887,15,97,258,276,646,240.2496216,5.578551585,36.07463358,95.95108726,102.6453492,VA,Virginia,Virginia Beach,"Virginia Beach, Virginia"
519,1982,285665,31,197,677,790,1695,593.3523533,10.85187195,68.96189593,236.9908809,276.5477045,KS,Kansas,Wichita,"Wichita, Kansas"
520,1983,355163,24,206,909,1815,2954,831.7307828,6.757460659,58.00153732,255.9388225,511.0329623,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
521,1983,178871,7,75,186,317,585,327.0513387,3.913434822,41.9296588,103.9855538,177.2226912,TX,Texas,Arlington,"Arlington, Texas"
522,1983,448635,141,619,3552,5014,9326,2078.749986,31.42866696,137.9740769,791.7349293,1117.612313,GA,Georgia,Atlanta,"Atlanta, Georgia"
523,1983,172575,12,65,333,1296,1706,988.5557004,6.953498479,37.66478343,192.9595828,750.9778357,CO,Colorado,Aurora,"Aurora, Colorado"
524,1983,381091,58,240,665,571,1534,402.5285299,15.21946202,62.97708421,174.4990042,149.8329795,TX,Texas,Austin,"Austin, Texas"
525,1983,805527,201,497,9167,6267,16132,2002.664094,24.95260866,61.69873884,1138.012754,777.9999926,MD,Maryland,Baltimore,"Baltimore, Maryland"
526,1983,668705,34,148,1260,4570,6012,899.0511511,5.084454281,22.1323304,188.4238939,683.4104725,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
527,1983,566551,90,367,6713,4195,11365,2005.997695,15.88559547,64.7779282,1184.888916,740.4452556,MA,Massachusetts,Boston,"Boston, Massachusetts"
528,1983,360656,43,297,1410,1547,3297,914.167517,11.9227186,82.34994011,390.9542611,428.9405971,NY,New York,Buffalo,"Buffalo, New York"
529,1983,323704,44,258,1102,2863,4267,1318.179571,13.5926649,79.70244421,340.434471,884.4499914,NC,North Carolina,Charlotte-Mecklenburg,"Charlotte-Mecklenburg, North Carolina"
530,1983,3021203,729,2246,23471,13330,39776,1316.561648,24.12946101,74.34124751,776.8759663,441.214973,IL,Illinois,Chicago,"Chicago, Illinois"
531,1983,382373,27,308,1401,1603,3339,873.231112,7.061168022,80.5496204,366.3961629,419.2241607,OH,Ohio,Cincinnati,"Cincinnati, Ohio"
532,1983,571827,148,716,4115,2819,7798,1363.699161,25.88195381,125.2126954,719.6232427,492.9812688,OH,Ohio,Cleveland,"Cleveland, Ohio"
533,1983,561328,74,324,2407,1392,4197,747.6911895,13.18302312,57.72026338,428.8045492,247.9833538,OH,Ohio,Columbus,"Columbus, Ohio"
534,1983,998827,268,891,4914,5405,11478,1149.147951,26.83147332,89.20463704,491.9770891,541.1347511,TX,Texas,Dallas,"Dallas, Texas"
535,1983,533732,78,430,1924,1947,4379,820.4492142,14.61407598,80.56477783,360.4805408,364.7898196,CO,Colorado,Denver,"Denver, Colorado"
536,1983,1176968,580,1514,16922,6511,25527,2168.877998,49.27916477,128.6356129,1437.762114,553.2011066,MI,Michigan,Detroit,"Detroit, Michigan"
537,1983,471749,33,177,865,3200,4275,906.2022389,6.995245353,37.51995235,183.3602191,678.3268221,TX,Texas,El Paso,"El Paso, Texas"
538,1983,592933,13,68,364,349,794,133.9105767,2.192490551,11.46841211,61.38973543,58.85993864,VA,Virginia,Fairfax County,"Fairfax County, Virginia"
539,1983,424651,112,454,2020,2518,5104,1201.928172,26.37459938,106.9113225,475.6847388,592.957511,TX,Texas,Fort Worth,"Fort Worth, Texas"
540,1983,230418,32,172,984,725,1913,830.2302771,13.8878039,74.64694599,427.0499701,314.6455572,CA,California,Fresno,"Fresno, California"
541,1983,808092,45,249,1243,599,2136,264.3263391,5.568672874,30.81332324,153.8191196,74.12522337,HI,Hawaii,Honolulu,"Honolulu, Hawaii"
542,1983,1728783,561,1179,10270,3909,15919,920.8211788,32.45057361,68.19826433,594.0595205,226.1128204,TX,Texas,Houston,"Houston, Texas"
543,1983,463455,56,376,1821,1886,4139,893.0748401,12.08315802,81.12977527,392.9184063,406.9435004,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
544,1983,605934,82,411,2288,2889,5670,935.7454772,13.53282701,67.82916951,377.5988804,476.7846003,FL,Florida,Jacksonville,"Jacksonville, Florida"
545,1983,453128,106,425,2876,4045,7452,1644.568422,23.39294857,93.79248248,634.6992461,892.683745,MO,Missouri,Kansas City,"Kansas City, Missouri"
546,1983,429080,74,244,1985,1261,3564,830.6143377,17.24620117,56.86585252,462.6176937,293.8845903,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
547,1983,381798,60,246,3101,1272,4679,1225.517158,15.71511637,64.43197712,812.2095977,333.1604671,CA,California,Long Beach,"Long Beach, California"
548,1983,3158688,820,2494,29243,20878,53435,1691.683382,25.96014548,78.95683271,925.7957734,660.9706308,CA,California,Los Angeles,"Los Angeles, California"
549,1983,1084868,156,581,3937,6819,11493,1059.391557,14.3796296,53.55490253,362.9012931,628.5557321,CA,California,Los Angeles County,"Los Angeles County, California"
550,1983,664883,127,763,4493,2181,7564,1137.643766,19.10110501,114.7570324,675.7579905,328.0276379,TN,Tennessee,Memphis,"Memphis, Tennessee"
551,1983,163310,8,36,150,604,798,488.6412345,4.898658992,22.04396546,91.8498561,369.8487539,AZ,Arizona,Mesa,"Mesa, Arizona"
552,1983,374769,144,365,4719,4556,9784,2610.674842,38.42366898,97.39332762,1259.175652,1215.682194,FL,Florida,Miami,"Miami, Florida"
553,1983,864762,179,457,4800,6359,11795,1363.959101,20.69933693,52.84691048,555.0660182,735.3468353,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
554,1983,643473,51,235,2198,1236,3720,578.1128346,7.925740474,36.52056885,341.5838738,192.0826515,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
555,1983,377850,16,316,2001,1154,3487,922.852984,4.234484584,83.63107053,529.5752283,305.4122006,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
556,1983,533230,17,124,625,683,1449,271.7401497,3.188117698,23.25450556,117.2102095,128.0873169,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
557,1983,465887,81,324,1713,1171,3289,705.9651804,17.38619021,69.54476085,367.6857264,251.348503,TN,Tennessee,Nashville,"Nashville, Tennessee"
558,1983,1058726,31,54,951,457,1493,141.0185449,2.928047483,5.10046981,89.82494054,43.1650871,NY,New York,Nassau County,"Nassau County, New York"
559,1983,589508,210,536,4550,2752,8048,1365.20624,35.62292624,90.92327839,771.8300685,466.8299667,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
560,1983,7100063,1622,3662,84043,43326,132653,1868.335534,22.84486771,51.57700713,1183.693722,610.2199375,NY,New York,New York City,"New York City, New York"
561,1983,336016,112,553,5287,3375,9327,2775.760678,33.33174611,164.5754964,1573.436979,1004.416456,NJ,New Jersey,Newark,"Newark, New Jersey"
562,1983,362344,98,478,3289,2912,6777,1870.322125,27.04612192,131.9188396,907.7009692,803.6561941,CA,California,Oakland,"Oakland, California"
563,1983,441281,61,533,1917,2174,4685,1061.681786,13.82339144,120.7847154,434.4170721,492.6566066,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
564,1983,142678,14,141,768,1292,2215,1552.446768,9.81230463,98.8239252,538.2749968,905.5355416,FL,Florida,Orlando,"Orlando, Florida"
565,1983,1692364,311,822,10744,5096,16973,1002.91663,18.37666129,48.57111118,634.851604,301.1172537,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
566,1983,843415,83,499,1971,2717,5270,624.8406775,9.840944256,59.16423113,233.6927847,322.1427174,AZ,Arizona,Phoenix,"Phoenix, Arizona"
567,1983,426890,42,214,4198,1151,5605,1312.98461,9.838600108,50.13001007,983.391506,269.6244934,PA,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania"
568,1983,371706,36,377,2964,3502,6879,1850.656164,9.685073687,101.4242439,797.4044003,942.1424459,OR,Oregon,Portland,"Portland, Oregon"
569,1983,570120,56,304,2453,2004,4817,844.9098435,9.82249351,53.32210763,430.2602961,351.5049463,MD,Maryland,Prince George's County,"Prince George's County, Maryland"
570,1983,154482,12,46,289,532,879,568.9983299,7.767895289,29.77693194,187.0768115,344.3766911,NC,North Carolina,Raleigh,"Raleigh, North Carolina"
571,1983,293695,52,217,1553,1258,3080,1048.706992,17.70544272,73.88617443,528.7798567,428.3355181,CA,California,Sacramento,"Sacramento, California"
572,1983,180892,14,128,523,498,1163,642.9250603,7.739424629,70.76045375,289.1227915,275.3023904,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
573,1983,874483,165,519,2403,2240,5327,609.1599265,18.86829132,59.3493527,274.7909336,256.1513489,TX,Texas,San Antonio,"San Antonio, Texas"
574,1983,935840,77,395,2550,2429,5451,582.4713626,8.227902206,42.20806976,272.4824756,259.552915,CA,California,San Diego,"San Diego, California"
575,1983,721168,83,539,5945,3550,10117,1402.863133,11.50910745,74.73986644,824.357154,492.2570053,CA,California,San Francisco,"San Francisco, California"
576,1983,671913,48,447,1461,1504,3460,514.9476197,7.143782007,66.52646994,217.4388649,223.8385029,CA,California,San Jose,"San Jose, California"
577,1983,514319,61,434,2032,2291,4818,936.7727033,11.86034348,84.38342741,395.0855403,445.4433921,WA,Washington,Seattle,"Seattle, Washington"
578,1983,457262,152,323,3840,4146,8461,1850.3615,33.24133648,70.63784001,839.781132,906.701191,MO,Missouri,St. Louis,"St. Louis, Missouri"
579,1983,1169529,26,151,983,1099,2259,193.1546802,2.223117169,12.91118048,84.0509299,93.96945266,NY,New York,Suffolk County,"Suffolk County, New York"
580,1983,299965,58,288,1529,3178,5053,1684.529862,19.33558915,96.01120131,509.7261347,1059.456937,FL,Florida,Tampa,"Tampa, Florida"
581,1983,361739,26,253,766,1731,2776,767.4041229,7.187502592,69.93992906,211.754884,478.5218072,AZ,Arizona,Tucson,"Tucson, Arizona"
582,1983,391101,35,193,968,1208,2404,614.6749817,8.949094991,49.34786666,247.5063986,308.8716214,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
583,1983,271775,11,73,252,251,587,215.9874897,4.047465735,26.86045442,92.72376046,92.35580903,VA,Virginia,Virginia Beach,"Virginia Beach, Virginia"
584,1983,287807,26,161,534,664,1385,481.2252655,9.0338317,55.94026553,185.5410049,230.7101634,KS,Kansas,Wichita,"Wichita, Kansas"
585,1984,356366,28,210,1215,2162,3615,1014.406537,7.857090744,58.92818058,340.9416162,606.6796496,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
586,1984,191475,13,93,200,459,765,399.5299647,6.789398094,48.57030944,104.4522784,239.7179788,TX,Texas,Arlington,"Arlington, Texas"
587,1984,442951,135,632,4029,5729,10525,2376.109321,30.47741172,142.6794386,909.581421,1293.37105,GA,Georgia,Atlanta,"Atlanta, Georgia"
588,1984,191159,13,95,317,1397,1822,953.1332556,6.800621472,49.69684922,165.830539,730.8052459,CO,Colorado,Aurora,"Aurora, Colorado"
589,1984,385237,59,264,768,557,1648,427.7886081,15.3152475,68.52924304,199.3577979,144.5863196,TX,Texas,Austin,"Austin, Texas"
590,1984,788604,215,564,8002,6800,15581,1975.769841,27.26336666,71.51878509,1014.704465,862.2832245,MD,Maryland,Baltimore,"Baltimore, Maryland"
591,1984,671586,28,171,1082,4830,6111,909.9355853,4.169235213,25.46211505,161.1111607,719.1930743,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
592,1984,565192,82,460,5539,4476,10557,1867.860833,14.50834407,81.3882716,980.0209486,791.9432688,MA,Massachusetts,Boston,"Boston, Massachusetts"
593,1984,352015,35,278,1386,1617,3316,942.0053123,9.942758121,78.97390736,393.7332216,459.3554252,NY,New York,Buffalo,"Buffalo, New York"
594,1984,331992,54,243,1144,2990,4431,1334.670715,16.26545218,73.19453481,344.5866165,900.6241114,NC,North Carolina,Charlotte-Mecklenburg,"Charlotte-Mecklenburg, North Carolina"
595,1984,3012524,741,2883,28535,28420,60579,2010.905141,24.59731441,95.70048239,947.2123708,943.3949738,IL,Illinois,Chicago,"Chicago, Illinois"
596,1984,378800,36,367,1332,1712,3447,909.9788807,9.503695882,96.88489968,351.6367476,451.9535375,OH,Ohio,Cincinnati,"Cincinnati, Ohio"
597,1984,556931,156,733,4090,2353,7332,1316.500608,28.01065123,131.6141497,734.3818175,422.4939894,OH,Ohio,Cleveland,"Cleveland, Ohio"
598,1984,568609,62,394,2298,1598,4352,765.3765593,10.90380209,69.29190358,404.1441483,281.0367054,OH,Ohio,Columbus,"Columbus, Ohio"
599,1984,987696,294,1022,4841,5953,12110,1226.085759,29.76624386,103.4731334,490.1305665,602.7158154,TX,Texas,Dallas,"Dallas, Texas"
600,1984,524171,82,427,1681,1910,4100,782.1874922,15.64374984,81.46196566,320.6968718,364.3849049,CO,Colorado,Denver,"Denver, Colorado"
601,1984,1133647,514,1519,18352,6182,26567,2343.498461,45.34039256,133.9923274,1618.846078,545.319663,MI,Michigan,Detroit,"Detroit, Michigan"
602,1984,465748,24,175,1050,2481,3730,800.8622689,5.153001194,37.57396704,225.4438022,532.6914984,TX,Texas,El Paso,"El Paso, Texas"
603,1984,626134,16,61,444,347,868,138.6284725,2.555363548,9.742323528,70.91133847,55.41944696,VA,Virginia,Fairfax County,"Fairfax County, Virginia"
604,1984,420050,119,467,2080,2786,5452,1297.940721,28.32996072,111.1772408,495.1791453,663.2543745,TX,Texas,Fort Worth,"Fort Worth, Texas"
605,1984,254649,34,134,1066,760,1994,783.0386139,13.35171157,52.62145149,418.6154275,298.4500234,CA,California,Fresno,"Fresno, California"
606,1984,810772,25,255,1117,553,1950,240.5115125,3.083480929,31.45150548,137.7699279,68.20659816,HI,Hawaii,Honolulu,"Honolulu, Hawaii"
607,1984,1805783,473,1269,9157,4256,15155,839.2481267,26.19362349,70.27422453,507.093045,235.6872337,TX,Texas,Houston,"Houston, Texas"
608,1984,471622,49,324,1842,2151,4366,925.7413776,10.38967648,68.69908528,390.5670219,456.085594,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
609,1984,582421,103,587,2134,3404,6228,1069.329574,17.68480189,100.786201,366.4016236,584.4569478,FL,Florida,Jacksonville,"Jacksonville, Florida"
610,1984,450489,88,372,2440,4267,7167,1590.937848,19.53432825,82.57693307,541.633647,947.1929392,MO,Missouri,Kansas City,"Kansas City, Missouri"
611,1984,438264,67,245,1767,1230,3309,755.0243689,15.28758922,55.90237848,403.1816439,280.6527572,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
612,1984,386421,41,242,2591,1369,4243,1098.025211,10.6101894,62.625996,670.5122134,354.2768121,CA,California,Long Beach,"Long Beach, California"
613,1984,3144256,759,2347,27323,21013,51442,1636.062712,24.13925584,74.64404934,868.9814061,668.2980012,CA,California,Los Angeles,"Los Angeles, California"
614,1984,1078849,176,489,3831,6402,10898,1010.150633,16.31368245,45.32608363,355.1006675,593.4101992,CA,California,Los Angeles County,"Los Angeles County, California"
615,1984,654666,113,794,4763,3488,9158,1398.881262,17.26071004,121.2832192,727.5465657,532.7907666,TN,Tennessee,Memphis,"Memphis, Tennessee"
616,1984,181287,6,56,127,682,871,480.4536453,3.309669199,30.89024585,70.0546647,376.1990656,AZ,Arizona,Mesa,"Mesa, Arizona"
617,1984,400646,170,273,5705,4780,10928,2727.594934,42.43147317,68.13995397,1423.95032,1193.073187,FL,Florida,Miami,"Miami, Florida"
618,1984,883352,171,439,4559,7883,13052,1477.553682,19.35808149,49.69706301,516.1023012,892.3962362,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
619,1984,632458,44,292,1871,1249,3456,546.4394474,6.956983705,46.16907368,295.8299207,197.4834693,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
620,1984,370866,27,392,1740,1724,3883,1047.008893,7.280257559,105.6985542,469.1721538,464.8579271,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
621,1984,549800,14,137,591,798,1540,280.1018552,2.546380502,24.91815206,107.493634,145.1436886,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
622,1984,475744,72,410,1438,1184,3104,652.4517388,15.13418982,86.18080312,302.2634022,248.8733436,TN,Tennessee,Nashville,"Nashville, Tennessee"
623,1984,1057700,34,67,1051,771,1923,181.8095868,3.214522076,6.334499385,99.36655006,72.89401532,NY,New York,Nassau County,"Nassau County, New York"
624,1984,576071,214,555,4705,3213,8687,1507.973844,37.14819875,96.34229114,816.7396033,557.7437503,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
625,1984,7167121,1450,3829,79541,47472,132292,1845.817867,20.23127557,53.42452011,1109.804062,662.3580096,NY,New York,New York City,"New York City, New York"
626,1984,324961,87,589,4660,3244,8580,2640.316838,26.77244346,181.2525195,1434.018236,998.273639,NJ,New Jersey,Newark,"Newark, New Jersey"
627,1984,358566,115,426,3170,2677,6388,1781.540916,32.0721987,118.8065795,884.0771295,746.5850081,CA,California,Oakland,"Oakland, California"
628,1984,439249,65,516,1603,2075,4259,969.6094926,14.79798474,117.4732327,364.9410699,472.3972052,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
629,1984,140541,18,146,802,1421,2387,1698.436755,12.80765044,103.8842758,570.6519806,1011.092848,FL,Florida,Orlando,"Orlando, Florida"
630,1984,1667545,263,937,9365,5034,15599,935.4470194,15.77168832,56.19038767,561.6040347,301.8809088,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
631,1984,870279,101,525,2106,3640,6372,732.1789909,11.60547365,60.32548183,241.9913614,418.256674,AZ,Arizona,Phoenix,"Phoenix, Arizona"
632,1984,415475,47,224,3212,1081,4564,1098.501715,11.31235333,53.9141946,773.0910404,260.1841266,PA,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania"
633,1984,367055,34,370,3042,3962,7408,2018.226151,9.262917002,100.8023321,828.7586329,1079.402269,OR,Oregon,Portland,"Portland, Oregon"
634,1984,574838,39,345,2094,2222,4700,817.6216604,6.78452016,60.01690911,364.276544,386.5436871,MD,Maryland,Prince George's County,"Prince George's County, Maryland"
635,1984,158028,8,47,306,586,947,599.2608905,5.062394006,29.74156479,193.6365707,370.8203609,NC,North Carolina,Raleigh,"Raleigh, North Carolina"
636,1984,300248,45,248,1645,1314,3252,1083.104634,14.98761024,82.59838533,547.8804189,437.6382191,CA,California,Sacramento,"Sacramento, California"
637,1984,173136,8,98,490,492,1088,628.4077257,4.620645042,56.60290177,283.0145088,284.1696701,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
638,1984,857070,160,745,2657,1826,5388,628.6534355,18.66825347,86.92405521,310.0096842,213.0514427,TX,Texas,San Antonio,"San Antonio, Texas"
639,1984,952933,103,393,2616,2819,5931,622.3942292,10.80873472,41.2410946,274.520874,295.8235259,CA,California,San Diego,"San Diego, California"
640,1984,719559,73,495,5222,3582,9372,1302.464426,10.14510276,68.79213518,725.7222827,497.8049055,CA,California,San Francisco,"San Francisco, California"
641,1984,685792,48,421,1175,1651,3295,480.4663805,6.999206757,61.38887593,171.3347487,240.7435491,CA,California,San Jose,"San Jose, California"
642,1984,497598,50,448,2386,2669,5553,1115.961077,10.0482719,90.03251621,479.503535,536.3767539,WA,Washington,Seattle,"Seattle, Washington"
643,1984,442528,128,349,3112,4140,7729,1746.55615,28.92472341,78.86506617,703.2323378,935.5340227,MO,Missouri,St. Louis,"St. Louis, Missouri"
644,1984,1175588,25,93,750,782,1650,140.3552945,2.126595372,7.910934783,63.79786116,66.51990323,NY,New York,Suffolk County,"Suffolk County, New York"
645,1984,289355,52,277,1843,3680,5852,2022.429196,17.97100448,95.73015846,636.9338702,1271.794163,FL,Florida,Tampa,"Tampa, Florida"
646,1984,372146,25,282,809,1843,2959,795.1180451,6.717793554,75.77671129,217.3877994,495.2357408,AZ,Arizona,Tucson,"Tucson, Arizona"
647,1984,385394,30,246,904,1439,2619,679.5642901,7.784241581,63.83078097,234.5651463,373.3841212,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
648,1984,290678,13,118,235,252,618,212.6063892,4.472302685,40.59474745,80.84547162,86.69386744,VA,Virginia,Virginia Beach,"Virginia Beach, Virginia"
649,1984,291555,12,207,451,658,1328,455.4886728,4.115861501,70.9986109,154.6877948,225.6864057,KS,Kansas,Wichita,"Wichita, Kansas"
650,1985,357051,42,238,1247,2578,4105,1149.695702,11.76302545,66.65714422,349.2498271,722.025705,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
651,1985,218931,18,105,299,688,1110,507.0090576,8.221768502,47.96031626,136.5727101,314.2542628,TX,Texas,Arlington,"Arlington, Texas"
652,1985,436214,145,683,4792,5990,11610,2661.537686,33.24056541,156.5745253,1098.543375,1373.179219,GA,Georgia,Atlanta,"Atlanta, Georgia"
653,1985,198033,10,89,434,1717,2250,1136.174274,5.04966344,44.94200462,219.1553933,867.0272126,CO,Colorado,Aurora,"Aurora, Colorado"
654,1985,406469,52,489,1076,746,2363,581.3481471,12.79310353,120.3043775,264.7188346,183.5318315,TX,Texas,Austin,"Austin, Texas"
655,1985,771097,213,592,7771,6922,15498,2009.863869,27.62298388,76.77373923,1007.785013,897.6821334,MD,Maryland,Baltimore,"Baltimore, Maryland"
656,1985,679708,24,179,1081,5491,6775,996.7515463,3.530927987,26.3348379,159.0388814,807.846899,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
657,1985,573131,87,532,6232,5036,11887,2074.045899,15.17977565,92.82345572,1087.360481,878.6821861,MA,Massachusetts,Boston,"Boston, Massachusetts"
658,1985,339890,31,291,1390,1699,3411,1003.559975,9.12059784,85.61593457,408.9558387,499.8676042,NY,New York,Buffalo,"Buffalo, New York"
659,1985,335690,56,226,1121,3172,4575,1362.864548,16.68205785,67.32401918,333.9390509,944.9194197,NC,North Carolina,Charlotte-Mecklenburg,"Charlotte-Mecklenburg, North Carolina"
660,1985,2998841,666,3357,26892,29096,60011,2001.139774,22.20857991,111.9432474,896.746443,970.2415033,IL,Illinois,Chicago,"Chicago, Illinois"
661,1985,370198,45,360,1242,1628,3275,884.6617216,12.15565724,97.24525794,335.4961399,439.7646665,OH,Ohio,Cincinnati,"Cincinnati, Ohio"
662,1985,546126,131,745,3499,2205,6580,1204.850163,23.9871385,136.415406,640.6946382,403.7529801,OH,Ohio,Cleveland,"Cleveland, Ohio"
663,1985,565682,72,406,2144,1770,4392,776.4079465,12.72799912,71.77177283,379.0115294,312.8966451,OH,Ohio,Columbus,"Columbus, Ohio"
664,1985,997467,301,1149,6051,6863,14364,1440.047641,30.17643691,115.1917808,606.6366105,688.0428124,TX,Texas,Dallas,"Dallas, Texas"
665,1985,513048,72,418,1917,1845,4252,828.7723566,14.03377462,81.4738582,373.6492492,359.6154746,CO,Colorado,Denver,"Denver, Colorado"
666,1985,1090581,635,1575,16769,6925,25904,2375.247689,58.22584476,144.4184338,1537.620773,634.9826377,MI,Michigan,Detroit,"Detroit, Michigan"
667,1985,474870,22,181,993,2466,3662,771.1584223,4.632846884,38.11569482,209.1098616,519.300019,TX,Texas,El Paso,"El Paso, Texas"
668,1985,651037,4,57,511,317,889,136.5513788,0.614404404,8.755262758,78.49016262,48.69154902,VA,Virginia,Fairfax County,"Fairfax County, Virginia"
669,1985,424449,128,483,2620,3121,6352,1496.52844,30.15674439,113.7945902,617.2708618,735.3062441,TX,Texas,Fort Worth,"Fort Worth, Texas"
670,1985,275125,46,178,1233,854,2311,839.9818264,16.71967288,64.69786461,448.1599273,310.4043617,CA,California,Fresno,"Fresno, California"
671,1985,817083,36,248,965,552,1801,220.4182439,4.405917147,30.35187368,118.1030568,67.55739625,HI,Hawaii,Honolulu,"Honolulu, Hawaii"
672,1985,1746375,457,1711,9589,4704,16461,942.5810608,26.16849188,97.97437549,549.0802376,269.3579558,TX,Texas,Houston,"Houston, Texas"
673,1985,471656,59,346,1795,2422,4622,979.9514901,12.50911681,73.35854945,380.5739776,513.5098462,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
674,1985,601007,90,705,2693,3813,7301,1214.794503,14.97486718,117.3031263,448.0813035,634.4352062,FL,Florida,Jacksonville,"Jacksonville, Florida"
675,1985,444942,91,424,2646,4851,8012,1800.684134,20.45210387,95.29331913,594.684251,1090.25446,MO,Missouri,Kansas City,"Kansas City, Missouri"
676,1985,456749,57,278,1755,1534,3624,793.4335926,12.47950187,60.86493895,384.2372944,335.8518574,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
677,1985,389728,63,235,2405,1431,4134,1060.739798,16.16512029,60.29846457,617.0970523,367.1791609,CA,California,Long Beach,"Long Beach, California"
678,1985,3186459,777,2318,27938,21799,52832,1658.015998,24.38443426,72.7453264,876.7726181,684.1136195,CA,California,Los Angeles,"Los Angeles, California"
679,1985,1074561,164,520,3822,6118,10624,988.6828202,15.26204655,48.39185491,355.6801336,569.3487852,CA,California,Los Angeles County,"Los Angeles County, California"
680,1985,654626,122,903,5016,3697,9738,1487.566947,18.63659555,137.9413589,766.2390434,564.7499488,TN,Tennessee,Memphis,"Memphis, Tennessee"
681,1985,202450,8,70,156,887,1121,553.7169672,3.951592986,34.57643863,77.05606323,438.1328723,AZ,Arizona,Mesa,"Mesa, Arizona"
682,1985,385892,131,284,5768,5003,11186,2898.738507,33.94732205,73.59572108,1494.71873,1296.476734,FL,Florida,Miami,"Miami, Florida"
683,1985,859660,177,548,4604,7735,13064,1519.670567,20.5895354,63.74613219,535.5605705,899.7743294,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
684,1985,621931,68,390,2086,1512,4056,652.1623781,10.93368879,62.70792098,335.4069824,243.1137859,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
685,1985,361021,29,419,2326,2361,5135,1422.354932,8.032773717,116.0597306,644.2838505,653.9785774,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
686,1985,573982,12,114,675,844,1645,286.5943531,2.090657895,19.86125,117.5995066,147.0429386,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
687,1985,481286,81,348,1588,1359,3376,701.4540211,16.82990987,72.30627943,329.949344,282.3684878,TN,Tennessee,Nashville,"Nashville, Tennessee"
688,1985,1067327,18,86,1000,667,1771,165.9285299,1.686455978,8.057511897,93.6919988,62.4925632,NY,New York,Nassau County,"Nassau County, New York"
689,1985,561364,152,451,4142,3477,8222,1464.646825,27.07690554,80.34002893,737.8456759,619.3842142,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
690,1985,7183984,1384,3880,79532,50356,135152,1881.295949,19.26507631,54.00902897,1107.073735,700.948109,NY,New York,New York City,"New York City, New York"
691,1985,316356,117,594,5320,3705,9736,3077.54555,36.98365133,187.7631529,1681.649787,1171.148959,NJ,New Jersey,Newark,"Newark, New Jersey"
692,1985,362095,95,531,3316,2761,6703,1851.171654,26.23620873,146.6465983,915.78177,762.5070769,CA,California,Oakland,"Oakland, California"
693,1985,443575,61,485,1585,2197,4328,975.7087302,13.75190216,109.3388942,357.3240151,495.2939187,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
694,1985,142025,24,154,902,1851,2931,2063.721176,16.89843337,108.4316142,635.0994543,1303.291674,FL,Florida,Orlando,"Orlando, Florida"
695,1985,1640102,273,1021,9381,5534,16209,988.2921916,16.64530621,62.25222578,571.976621,337.4180386,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
